Otic enhancers,,,,,,Nearest gene associated to,,,,,RNA seq expression data,,,,,,,,,,,Significant TFBS identified by RSAT
Enhancer ID,Chr,Start,End,width,Strand details,Gene name,Ensembl gene id,Gene locus,location of enhancer to gene associated,Distrance to gene associated,NP_FPKM,aPPR_FPKM,pPPR_FPKM,NNE_FPKM,APD_FPKM,IPD_FPKM,ss56_OEDP_FPKM,ss89_otic_FPKM,ss12_otic_FPKM,ss3_whole embryo_FPKM,foldchange ss89/ss3,TFBS found
1506a,1,44194730,44195395,666,-,BTG1,ENSGALG00000011276,1:44271337-44273899,downstream,79169,86.1549,72.1906,80.0929,68.3754,81.6038,89.0361,155.652,182.772,144.537,113.933,1.604205981,"Sox3, AP1.2, RoRalpha, AP1.2, Bach2, Sox13, Pbx, Hoxc9, Irf6, Irf6, Bach2, AR, Six1_optimised, AP1.1, NR3C1, Lmx1a"
20707,4,38974209,38974510,302,+,IRF2,ENSGALG00000010642,4:38987653-39011877,upstream,-13445,2.11763,2.92701,3.83533,4.14231,6.07108,5.99903,8.20487,8.07991,5.27193,5.07928,1.590758926,"Sox6, Six1_optimised, Nkx2-5, Sox30"
8471,13,15378189,15378539,351,+,C13H5ORF15,ENSGALG00000006506,13:15368361-15374155,downstream,9827,69.4461,64.6538,60.1351,74.7893,69.8868,68.5677,69.1195,76.3819,68.5316,48.2587,1.582759171,"Hoxa1, Prrx1, Hoxa2, CHX10_vsx2_, Hoxa1, Lhx4, Mybl1, Dlx5, Pou2f1, Pou2f1, Pax6.2, Hlxb9, Hlxb9, Hmx1, CHX10_vsx2_, Prrx1, Lhx4, RoRalpha, Lhx4, Hmx3, Hoxa2, Pax6.2, Dlx5, Pax-2, Prrx1, Emx2, Hlxb9, Lhx5, Lhx4, Gbx1, Gbx2, Mybl1, Six1_optimised, Hoxc9, Hlxb9, Gbx2, Pou2f1, Pou2f1, TEAD1, Prrx1, Max, Emx2, Lmx1b, Pou2f1, Pou2f1, Hoxa2, Arnt, Klf7, Gbx1, Dlx5, Irf6, Irf6, Tcf1, Pax6.2, Lhx9, Tcf1, Pax6.2"
12520,2,83235921,83236294,374,+,FHOD3,ENSGALG00000013124,2:83099423-83462516,inside,136497,3.50133,0.946654,1.05492,1.18399,2.62111,2.42389,1.2945,3.16753,4.29376,2.00522,1.579642134,"Tcfap2b, Tcfap2b, SALL1, Tcfap2b, Tcfap2b, Tcfap2c, Tcfap2c, Six1_optimised, TFAP2A, Tcfap2e, Sox3, Tcfap2c, Tcfap2c, Foxk1, TFAP2A, FOXO3"
26897a,7,19532915,19534923,2009,+,COBLL1,ENSGALG00000011068,7:19544323-19617293,upstream,-11409,4.13207,10.8975,10.4389,32.8055,11.3904,13.0213,6.88919,5.58231,5.23466,3.5399,1.576968276,"TEAD1, Irx2, FOXP1, Pou2f1, Pou2f1, Pax6.2, Pou2f1, Pou2f1, Pax6.2, HIF1, HIF1, Lmx1b, Irx2, Pou2f1, Pou2f1, Pax7, Pax7, Lmx1a, Irx5, Lhx5, CREB_ATF, Lmx1b, SALL1, Lhx5, Irx5, Prrx1, Pou2f1, Pou2f1, Hbp1, Lmx1a, Sox8, Irx4, CIZ, SALL1, SALL1, Tcf1, Lmx1a, Ets, Sox8, Irx4, Ikaros, Lmx1b, Pax7, Pax6.2, RFX, SALL1, Irx4, Lmx1b, Hoxa1, Lhx9, Lhx5, Hoxa2, Prrx1, Pax6.2, Lhx5, Sox13, Lmx1a, Sox5, DMRT3, Lmx1b, Tcf7l2, Lmx1b, Lmx1b, Lmx1a, Foxk1, TEAD1, Prrx1, Lhx9, Hlxb9, Sox8, Mafb, Sox13, Lhx5, Gata5, Gata5, SALL1, PLZF, Emx2, Pax6.2, Lmx1a, NR3C1, Alx4, CHX10_vsx2_, Tax_CREB.1, Tax_CREB.2, Lmx1b, Pax6.2, Tcf7l2, PPARG, PPARG, PPARG, PPARG, Lhx5, Hoxa1, Lhx9, Gbx1, PLZF, Nkx2-5, Sox8, Lhx5, Irx2, Ar, Pou2f1, Pou2f1, Hoxc9, Hoxc9, Foxk1, Lmx1a, Irx5, Pou2f1, Pou2f1, Lhx9, Lhx9, Lhx4, Irx2, Pax-2, Dlx5, TTF-1_Nkx2-1_, Hlxb9, Sox2, Alx4, Sox8, Sox8, Six1_optimised, Emx2, Prrx1, Hlxb9, CHX10_vsx2_, Mrg1, Lhx5, Esrrb, RBP-Jkappa, Gbx1, Hoxa1, Pax7, Lmx1b, SALL1, Pax6.2, Sox13, Gbx2, Hmx3, Lmx1a, Lmx1a, Hoxa2, Hbp1, Pou2f1, Pou2f1, Lhx9, Hoxa1, CREB.2, Gbx2, Lmx1a, Bbx, AR, Irx4, Prrx1, Prrx1, Prrx1, Lhx9, Lhx9, Six1, Pax7, Foxk1"
148a,1,6759363,6759741,379,+,PRPF18,ENSGALG00000006671,1:6720860-6741870,downstream,38502,12.4323,12.474,12.5374,14.2513,15.0783,15.4838,21.7518,24.5889,27.4656,15.5986,1.576353006,"Six1_optimised, RFX, TTF-1_Nkx2-1_, Mrg1, Mafb, RoRalpha, RBP-Jkappa, GATA3.1"
22408a,4,84264809,84267219,2411,+,CTBP1,ENSGALG00000015718,4:84194206-84328723,inside,70602,49.5163,42.8448,44.0095,35.5219,61.3292,58.0704,73.5517,84.0319,104.212,53.573,1.568549456,"Sox13, Sox5, Sox5, FOXP1, FOXP1, FOXP1, ESR2, Sox8, FOXP1, Sox13, TFAP2A, Klf7, TFAP2A, Sox8, Foxk1, Zic3, SALL1, SALL1, SALL1, SALL1, Tcfap2c, Tcfap2c, Klf7, Ehf, TFAP2A, Zic3, Mtf1, ESR2, Zic3, Sox30, ESR2, PLAG1, SALL1, Mtf1, Mtf1, PPARG, PPARG, WT1, RREB1, Foxk1, Foxk1, Foxk1, Foxk1, Foxk1, AhR, HIF1, HIF1, Etv6, Irf6, Irf6, NFKB1, NFKB1, NFKB1, NFKB1, TFAP2A, Foxk1, Tcfap2e, Zic3, Arnt, Sox13, PPARG, PPARG, REST, GLI, GLI, WT1, ESR2, Sox5, Ar, RXRA, Arnt, TTF-1_Nkx2-1_, Pax6.1, Nr2f2, Nr2f2, Tcfap2e, PLAG1, Lhx5, CREB.2, EBF1, Zic3, Tcfap2e, Klf7, WT1, Tcfcp2l1, Max, PPARG, PPARG, CREB.2, Hoxc9, Hoxc9, Tcf7l2, HIF1, HIF1, Klf7, TFAP2A, TFAP2A, TFAP2A, TFAP2A, Zic3, Arnt, Elk4, HIF1, HIF1, HIF1, HIF1, EBF1, ESR2, Zic3, NFKB1, NFKB1, PPARG, PPARG, WT1, WT1, Klf7, Lmx1b, Six4, Zic3, Zic3, Pax2, Sox30, WT1, Zic3, Zic3, Zic3, Mtf1, Erg, HIF1, HIF1, Lmx1a, RFX, Sox2, Tcfap2c, Tcfap2c, GLI, GLI, FOXO3, RXRA, RXRA, Ar, Ar, CIZ, Max, CREB_ATF, CREB_ATF, Six1_optimised, Ar, Arnt, Sox8, Bbx, Bbx, Bbx, Pax-2, Mafb, Etv1, Znf143, Esrrb, Tcf7l2, Tcf7l2, RREB1, EBF1, Pou2f1, Pou2f1"
17381,3,51433619,51433940,322,-,EZR,ENSGALG00000013742,3:51391092-51427199,upstream,-6420,17.4031,19.6808,17.4234,49.2006,25.76,27.0526,41.8639,56.3856,77.4644,36.2951,1.553532019,"Hoxa1, Hoxa2, Hoxa1, Dlx5, Hoxa2, Dlx5, Six1_optimised, Hoxa2, Foxk1, Hoxa2, Sox3, CHX10_vsx2_, Hlxb9, Hlxb9, Lhx4, Sox3, Emx2, Bach2, Arnt, Hoxa1, Sox6, Rfx3, CHX10_vsx2_, RoRalpha, RREB1, Hoxa1, Sox6"
28909a,9,7767803,7768586,784,-,AP1S3,ENSGALG00000005171,9:7749591-7765345,upstream,-2458,264.68,224.441,308.614,223.649,164.721,216.798,241.432,190.894,116.54,122.985,1.552173029,"Six1_optimised, CIZ, Sox3, Sox5, Hbp1, TEAD1, NR3C1, Sox13, SALL1, Mafb, Mtf1, GATA3.1, Mafb, Prrx1"
25826a,6,25385059,25386040,982,+,MXI1,ENSGALG00000008555,6:25366992-25409141,inside,18066,7.76635,10.1004,9.05047,9.73468,11.2527,13.2628,11.7511,13.0717,13.115,8.52734,1.532916478,"Six1_optimised, AR, PLZF, RoRalpha, Rfx3, AP1.2, Zic3, RREB1, AR, Ikaros, RREB1, Sox13, NR3C1, PR, NR3C1, Sox3, Hbp1, RREB1, PLZF, Ar, Hdx, RREB1, Sox6, Sox30, Hoxa1, WT1, PLZF, Bach2, Six1, AR, RBP-Jkappa, Rfx3, Zic3, Foxk1, Sox13"
22948a,5,9793959,9794676,718,-,RRAS2,ENSGALG00000005998,5:9768004-9802730,inside,8771,58.2761,62.6888,60.53,104.946,73.195,70.4076,60.8238,77.4346,64.9908,50.641,1.529089078,"Znf143, TEAD1, PPARG, PPARG, STAT1, ESR2, Lhx9, Tcf1, Bbx, FOXO3, Gbx1, Gbx1, Six1_optimised, Gata3.2"
22950,5,9798245,9798704,460,-,RRAS2,ENSGALG00000005998,5:9768004-9802730,inside,4485,58.2761,62.6888,60.53,104.946,73.195,70.4076,60.8238,77.4346,64.9908,50.641,1.529089078,"Six1, RREB1, Hmbox1, Six1_optimised, RREB1, RREB1, Tcf1, RREB1, RREB1, Rfx3, RREB1, Tcf1, DMRT3, Foxk1, Hoxc9, Prrx1"
496a,1,15737420,15738697,1278,+,GRAMD4,ENSGALG00000013182,1:15735374-15812307,inside,2045,4.91033,6.40842,7.33708,7.08211,9.43517,8.32365,5.44136,6.60054,8.23562,4.31933,1.528139781,"RREB1, CREB_ATF, TEAD1, CREB_ATF, RREB1, Tcfap2c, Tcfap2c, Six1_optimised, Six4, Tcfap2e, Tcfap2b, Tcfap2b, Sox3, Sox2, TFAP2A, Tcfap2b, Tcfap2b, Six1_optimised, CIZ, RREB1, Sox6, TFAP2A, Prrx1, PLZF, RREB1, Ikaros, CHX10_vsx2_, Gbx2, CIZ, Hoxc9, Hoxc9, AR, CHX10_vsx2_, Bbx, Ets, Tax_CREB.1, Tax_CREB.2, PPARG, PPARG, RREB1, Tcfap2b, Tcfap2b, Foxk1, Gbx2, Tcfap2e, Sox2"
497a,1,15751234,15751968,735,+,GRAMD4,ENSGALG00000013182,1:15735374-15812307,inside,15859,4.91033,6.40842,7.33708,7.08211,9.43517,8.32365,5.44136,6.60054,8.23562,4.31933,1.528139781,"Mtf1, REST, Etv6, HIF1, HIF1, Ehf, FOXO3, Ets, Etv5, PR, Six1_optimised, Nkx2-5, Hdx, Six4, Gata5, Tcfap2c, Tcfap2c, PR"
11842a,2,55515031,55515592,562,+,SLC12A7,ENSGALG00000012497,2:55526770-55630342,upstream,-11740,8.80044,12.4911,11.5577,14.483,13.3657,13.5225,13.6301,15.0621,14.2489,9.91942,1.518445635,"Pou2f1, Pou2f1, Hoxa2, CREB_ATF, CHX10_vsx2_, Hoxa1, Pou2f1, Pou2f1, Tcf1, SALL1, Lhx4, Pax6.2, PLAG1, Gbx1, FOXO3, Lhx4, Six1_optimised, Bach2, Pax7, Lhx5, PR, Sox6, CHX10_vsx2_, Gbx2, Tcf7l2, Ikaros, Pou2f1, Pou2f1"
10403,2,12889704,12890545,842,-,CCNY,ENSGALG00000007076,2:12793546-12910204,inside,20500,2.38342,7.84518,4.33971,22.154,14.0234,11.8618,4.63693,5.39476,5.9378,3.57643,1.508420408,"Gata5, SALL1, Six1_optimised, Mtf1, TEAD1, Gata3.2, Mtf1, Irx2, Sox13, Hoxc9, Irx4, Sox5, Irx5, Foxk1, Irx5, TEAD1, Six4"
23760a,5,30545267,30547414,2148,+,MEIS2,ENSGALG00000009799,5:30506654-30675196,inside,38612,10.614,4.66404,9.78205,4.20931,15.9409,17.0813,30.0921,40.5646,41.6115,26.9256,1.506543958,"PPARG, PPARG, FOXP1, FOXP1, ESR2, SALL1, Sox5, Sox13, Sox8, Six1, Six1_optimised, SALL1, Hmbox1, Irx5, FOXP1, Pou2f1, Pou2f1, CREB_ATF, CREB_ATF, DMRT3, PLZF, NR3C1, Irx2, Hmx3, Sox13, Pax6.2, Irx4, Rfx3, DMRT3, RREB1, Sox5, Bbx, Sox13, Tcf1, Sox3, Hmx1, AR, RREB1, Tcfap2c, Tcfap2c, Osf2, Six1_optimised, RUNX1, Irx5, Sox13, TEAD1, Tax_CREB.1, Tax_CREB.2, Sox30, Sox8, Bbx, Irf6, Irf6, Max, Zic3, Tcf1, Gata5, Sox13, Tcf1, Tcfcp2l1, WT1, Znf143, CIZ, Pou2f1, Pou2f1, Sox5, Irx2, SALL1, GLI, GLI, TTF-1_Nkx2-1_, Max, Pbx, NR3C1, Mafb, Ikaros, DMRT3, Mafb, Tcfap2e, Sox8, FOXO3, Arnt, SALL1, Gata5, Hmx3, Lmx1b, Hbp1, PPARG, PPARG, Lmx1a, Irx2"
26644a,7,14276223,14277327,1105,+,CWC22,ENSGALG00000009001,7:14281312-14312291,upstream,-5090,25.5089,29.0801,30.9743,29.5858,32.1664,34.516,23.791,28.5556,25.8251,19.0085,1.502254255,"RREB1, FOXP1, Irf6, Irf6, RREB1, Lmx1b, Lmx1a, FOXO3, Etv6, Sox8, Esrrb, Six1, Lmx1b, DMRT3, Rfx3, Tcf1, RXRA, Sox5, RREB1, Lhx5, Sox3, NR3C1, Lmx1a, SALL1, RREB1, PLZF, Sox3, FOXO3, PLZF, RREB1, Ehf, DMRT3, RREB1, REST, CREB_ATF"
8778a,14,8822599,8824212,1614,-,RAC1,ENSGALG00000007130,14:8811223-8817482,upstream,-5117,144.408,127.177,133.908,125.929,139.707,146.182,271.539,276.064,284.017,185.569,1.487662271,"Zic3, Zic3, GLI, GLI, TFAP2A, WT1, Hoxa1, Zic3, Alx4, Lmx1a, Zic3, Pax7, Prrx1, FOXP1, Etv1, Etv4, Lmx1b, Lhx5, Klf7, Pou2f1, Pou2f1, Lhx4, Prrx1, WT1, WT1, WT1, WT1, WT1, Zic3, Six1_optimised, Lhx9, Erg, Etv5, Lmx1b, Pax2, Six1_optimised, Alx4, Lhx5, Zic3, Ehf, Six4, WT1, WT1, Erg, PLAG1, Emx2, Klf7, Klf7, Zic3, Six1_optimised, TFAP2A, TFAP2A, Tcfap2e, Zic3, HIF1, HIF1, Gbx2, Hmbox1, Pax7, Elk4, WT1, WT1, WT1, Etv5, Klf7, Hlxb9, Pou2f1, Pou2f1, Hoxa2, TFAP2A, Emx2, WT1, Zic3, Zic3, Hlxb9, Pax-2, FOXO3, Mtf1, CHX10_vsx2_, WT1, TTF-1_Nkx2-1_, RREB1, Zic3, Tcfap2e"
15810a,3,8375114,8375952,839,-,CLIP4,ENSGALG00000009024,3:8094159-8408079,inside,32965,1.18135,2.16805,2.02698,3.8777,1.78283,2.42574,1.74722,1.4996,2.16899,1.01849,1.472375772,"FOXP1, STAT1, Foxk1, Gata5, Gata3.2, Sox3, Six1, Max, Six1_optimised, Hbp1, FOXO3, Sox6, Mrg1, AP1.1, Pax6.1, Arnt, STAT, Sox8, Tcf7l2, Max, Tcfcp2l1, Six4, AP1.2, Pax2, PR, Bach2, AP1.1"
562a,1,18682297,18683291,995,+,CRELD2,ENSGALG00000008551,1:18657757-18668817,downstream,24539,30.8097,29.8679,35.6556,39.3675,28.5162,31.8233,41.9768,39.1781,34.166,26.639,1.470704606,"SALL1, Tcf7l2, TEAD1, Six1_optimised, Sox3, PLZF, AP1.2, Sox2, Klf7, Irx5, Foxk1, Pitx2, RUNX1, Hdx, Sox6"
26120a,6,31769879,31771143,1265,-,ENSGALG00000009738,ENSGALG00000009738,6:31682849-31806879,inside,37000,28.7505,25.647,30.1379,14.126,42.8167,43.9652,68.5261,65.6348,57.9328,44.6835,1.46888225,"Ikaros, WT1, Tcf7l2, Ets, Sox2, Tcf7l2, Ikaros, Erg, TEAD1, RREB1, PLAG1, AP1.2, RFX, TFAP2A, TFAP2A, Ar, Six1, GATA3.1, Etv5, NFKB1, NFKB1, RXRA, Sox3, Sox3, Sox3, Mtf1, Lmx1a, REST, RUNX1, Pitx2"
29416a,9,19062180,19063015,836,+,TNIK,ENSGALG00000009298,9:19060652-19170911,inside,1527,14.5607,7.58408,9.1714,10.6174,5.75936,10.4908,18.1309,19.0841,18.2718,13.0006,1.467939941,"Six1_optimised, CIZ, Foxk1, ESR2, Ehf, FOXO3, Hbp1, Sox3, RXRA, Elk4, REST, Foxk1, PPARG, PPARG, Erg, Gata3.2, Irf6, Irf6, Sox30, Tax_CREB.1, Tax_CREB.2, Tcf7l2, SALL1, Pax2, PLZF, Etv5, Etv6, NFKB1, NFKB1, STAT1, Erg"
5588,1,187742658,187743134,477,-,TMEM135,ENSGALG00000017241,1:187754813-187921142,downstream,178484,6.66177,8.26633,7.966,12.351,9.5491,9.81508,8.28408,9.01881,10.1398,6.14692,1.467207968,"Hoxc9, Bbx, Bbx, SALL1, REST, Six1_optimised, PLZF, Foxk1, FOXO3, Etv1, Hbp1"
4209a,1,134729477,134730592,1116,+,C2ORF40,ENSGALG00000016800,1:134771682-134776149,upstream,-42206,1.58724,1.48883,1.46232,1.47212,4.64144,3.66187,4.84771,6.93367,6.78587,4.7263,1.467039756,"Bach2, Emx2, Emx2, REST, Sox2, Hoxa2, Sox30, Arnt, Zic3, Ehf, Hoxa1, Six1_optimised, Tax_CREB.1, Tax_CREB.2, STAT1, Pax6.1, Gbx2, Pax-2, Erg, STAT1, Mtf1, RREB1, FOXO3, Zic3, AhR, EBF, Mafb, RBP-Jkappa, Gbx1, Etv1, Hlxb9, CHX10_vsx2_"
4212,1,134760007,134760452,446,+,C2ORF40,ENSGALG00000016800,1:134771682-134776149,upstream,-11676,1.58724,1.48883,1.46232,1.47212,4.64144,3.66187,4.84771,6.93367,6.78587,4.7263,1.467039756,"TEAD1, Six1_optimised, Znf143"
7977,13,2873699,2873989,291,-,GABRP,ENSGALG00000002152,13:2855997-2879559,inside,5860,0.158022,0.463091,0.434181,1.05353,0.256183,0.341765,0.162777,0.141047,0.330635,0.0962448,1.465502552,"Ikaros, Pax6.2, Sox13, Pax7, Sox8, Sox5, Mtf1, Lhx5, Pou2f1, Pou2f1, Pou2f1, Pou2f1, Lmx1a, Dlx5, Six1_optimised, Pax6.1, Etv5, Hoxa1, Hoxa1"
29281,9,16000359,16001404,1046,-,ATP11B,ENSGALG00000008839,9:15908774-16005533,inside,5174,16.7598,23.898,26.6914,29.4124,30.2373,29.0741,23.2677,25.5114,31.5389,17.5034,1.457511112,"Six1, Six1, PPARG, PPARG, Gata5, Tax_CREB.1, Tax_CREB.2, Rfx3, STAT1, Zic3, Arnt, Sox3, Nkx2-5, Six1_optimised, RUNX1, Gata3.2, Pitx2, Hoxa2, Sox6"
24546,5,48422313,48423487,1175,+,YY1,ENSGALG00000017388,5:48418076-48431424,inside,4236,46.4981,42.2933,45.5961,43.8177,51.6382,52.5366,89.7191,82.1115,93.742,56.3907,1.456117764,"DMRT3, Sox13, Dlx5, Sox5, Hmbox1, Sox30, Sox13, Hlxb9, DMRT3, Sox3, Sox5, ESR2, DMRT3, Hdx, Hoxa1, Sox8, Pitx1, Six1_optimised, Otx2, Otx2, Gbx1, Esrrb, DMRT3, Lhx4, Sox6, Pitx2, Gbx2, Irx4, Hlxb9, CHX10_vsx2_, Sox8, Irx5, Gbx1, Emx2, Klf7, Mrg1, Nr2f2, Nr2f2, DMRT3, Rfx3, Sox3, Pax6.1, Ets, Irf6, Irf6, Prrx1, PR, Foxk1, Pax6.2, Irx5"
398a,1,13865415,13867615,2201,-,ATXN7L1,ENSGALG00000008115,1:13831429-13898855,inside,33440,6.0176,9.3907,8.77349,9.17603,9.98053,10.7285,5.79164,5.9154,5.62725,4.102,1.442077036,"RREB1, Pax6.1, RREB1, HIF1, HIF1, FOXP1, SALL1, STAT1, Sox3, Bach2, FOXP1, FOXP1, Pax2, Hoxa2, STAT, CREB.2, Foxk1, RREB1, RREB1, Foxk1, Pax-2, DMRT3, AhR, RREB1, RREB1, RREB1, Tax_CREB.1, Tax_CREB.2, Mafb, Mtf1, AP1.1, AR, HIF1, HIF1, Dmbx1, Dmbx1, WT1, CREB_ATF, CREB.2, STAT1, Six1_optimised, Dlx5, Six4, CHX10_vsx2_, TFAP2A, Irx4, PLZF, CHX10_vsx2_, RREB1, Tcfap2c, Tcfap2c, Pax6.1, CIZ, Tcfap2b, Tcfap2b, Hoxa1, TFAP2A, Zic3, RREB1, Hoxa1, Ehf, Hoxc9, CREB.2, Nr2f2, Nr2f2, AP1.2, Ets, PPARG, PPARG, Hmbox1, RREB1, Esrrb, Irx2, Sox3, Ikaros, RREB1, RREB1, REST, AhR"
10862a,2,24071143,24072663,1521,+,DYNC1I1,ENSGALG00000009722,2:24085821-24251013,upstream,-14679,3.61478,10.1529,7.14218,9.90382,7.6945,8.31096,8.4711,5.83593,6.25829,4.0565,1.438661408,"Pax7, Emx2, Lmx1b, Bbx, Alx4, Gbx2, Gbx1, Emx2, Prrx1, Hoxa1, Lhx9, Hlxb9, Alx4, Lhx5, Pax7, Lmx1a, SALL1, Lmx1b, Hlxb9, Pax6.2, Lhx9, Pou2f1, Pou2f1, Hoxa2, Gbx2, Lmx1a, Gbx1, Lhx5, Pax6.2, Mafb, Prrx1, Pou2f1, Pou2f1, Bbx, Ehf, Gata5, Hmx3, Hbp1, Mafb, Prrx1, Six4, Tcfap2b, Tcfap2b, Lhx4, Hmbox1, Hoxa1, NR3C1, Hoxa2, CREB_ATF, Ar, Hoxa1, Hmbox1, Hoxa2, Sox2, Tcfap2e, Lhx4, AP1.2, WT1, TEAD1, Six1, Ikaros, Dlx5, Gata5, Gata3.2, Bbx, FOXO3"
28973a,9,8706521,8708556,2036,-,IRS1,ENSGALG00000004959,9:8726189-8728724,downstream,22203,9.24687,12.9584,16.4082,17.8808,24.3448,43.5505,46.256,18.114,19.2828,12.5984,1.437801626,"Emx2, Lhx9, Prrx1, Gbx2, RREB1, Pax6.2, TFAP2A, Lhx9, Hoxc9, Alx4, SALL1, TFAP2A, Irx4, Hlxb9, Etv1, Prrx1, HIF1, HIF1, Alx4, Gbx2, Gbx1, Pax6.2, Lhx5, Lmx1b, Lmx1a, Dlx5, Dlx5, Lhx5, Lmx1b, Irx5, RXRA, Klf7, Irx4, Irx2, Hmx3, Pax7, Irx2, Hdx, Lhx4, Etv5, NR3C1, Irx5, Prrx1, Six1_optimised, Hmx1, Tax_CREB.1, Tax_CREB.2, CHX10_vsx2_, Lmx1a, Arnt, Esrrb, Tax_CREB.1, Tax_CREB.2, Hlxb9, Gbx2, Hoxa1, DMRT3, Pax7, RBP-Jkappa, Tcfap2e, AR, CREB_ATF, Pou2f1, Pou2f1, Hmbox1, Gbx1, Tcf1, REST, Dlx5, Tcf7l2, Emx2, Ar, STAT, Pou2f1, Pou2f1, AP1.2, STAT1, PR, Hbp1, Hoxa2, Sox5, RREB1, Hoxa1, Znf143, Etv4, Lhx5, AR, Foxk1, Gbx1, Tcfap2c, Tcfap2c, Hmx3, GLI, GLI, Tcfcp2l1, AP1.1, NFKB1, NFKB1"
2895a,1,90774676,90775848,1173,-,ENSGALG00000014414,ENSGALG00000014414,1:90723134-90746660,upstream,-28016,0.0194427,0.0439919,0,0.0394008,0.0993495,0,0,0.0590767,0.26436,0.041376,1.427801141,"Pax6.2, Prrx1, Pou2f1, Pou2f1, Pax7, Six4, Six1_optimised, Foxk1, Dmbx1, Dmbx1, Six1_optimised, Alx4, Tcfap2b, Tcfap2b, Lhx9, SALL1, Hlxb9, Lhx5, Tcfap2b, Tcfap2b, Otx2, Otx2, Pitx2, Lmx1b, Pitx1, Lmx1a, Hmx3, Lhx4, Foxk1, EBF, Foxk1, Etv6, RREB1, Sox8, Emx2, TFAP2A, Gbx2, Hoxa1, Pax7, Pax6.2, PLZF, Tcf7l2, Emx2, Lhx9, Lmx1b, Pou2f1, Pou2f1, Tcfap2c, Tcfap2c, Sox30, Ehf, Hoxa2, TFAP2A, TFAP2A, Max, Hmbox1, Sox5, Gbx1, Pax6.2, Hoxa1, Lhx4, Tcfap2e, Sox6, Six1, Dlx5, Sox5, Emx2, DMRT3, Hmx1, Sox13, Alx4, Rfx3, Pax6.2, Sox13"
192.29,3,105965981,105967926,1946,-,KIF13B,ENSGALG00000016639,3:105851265-105973615,inside,7634,5.32896,12.7633,11.4135,40.2548,14.0316,13.2033,11.1055,9.86411,8.11932,6.92499,1.424422274,"RREB1, RREB1, Hoxa2, FOXP1, Hoxa1, Max, Sox6, Max, CHX10_vsx2_, ESR2, Six1_optimised, SALL1, TEAD1, Pitx2, Tcf7l2, Sox3, Pou2f1, Pou2f1, Klf7, Ets, Otx2, Otx2, Etv6, Sox3, Sox8, Irx2, RXRA, Hmx1, Osf2, Irx5, Sox2, Mafb, AR, PR, Irx4, Foxk1, Ehf, Ar, Pax6.2, AR, Hoxa2, CHX10_vsx2_, Six1_optimised, Mrg1, Hoxc9, Tcfcp2l1, RREB1, Sox2, Sox3, Six1, HIF1, HIF1, TTF-1_Nkx2-1_, Pax6.1, Hbp1, Tcf7l2, TTF-1_Nkx2-1_, Sox13, Hmx3, REST, Hoxa1, Etv1, Emx2, Pax7, Sox8, Mrg1, RUNX1, Hoxa1, PR, REST, Sox5, Sox5, Nkx2-5, Irf6, Irf6"
14342,2,137673756,137674369,614,-,FBXO32,ENSGALG00000016369,2:137644050-137668702,upstream,-5054,3.02824,4.07079,2.93116,6.55482,8.73578,9.42615,2.71088,1.9441,3.11678,1.36932,1.419755791,"Znf143, CHX10_vsx2_, PPARG, PPARG, Lhx4, Hoxa2, Dlx5, Hoxa2, Hoxa1, CHX10_vsx2_, Hlxb9, Ikaros, Hoxc9, Foxk1, Sox13, Six1_optimised, Gbx2, Sox8, Mafb, Hoxa1, Dlx5"
6992a,11,13944100,13945710,1611,+,ENSGALG00000026756,ENSGALG00000026756,11:13994426-13994855,upstream,-50327,34.6923,21.531,21.4081,13.0518,20.9624,20.2548,43.6463,55.778,34.8089,39.606,1.408321971,"REST, Foxk1, NR3C1, Mafb, NR3C1, Bach2, Esrrb, AP1.2, Sox3, Ar, Sox30, FOXO3, Sox6, Max, AP1.1, CREB.2, Lmx1a, Max, Pou2f1, Pou2f1, Sox8, Foxk1, Mtf1, Ar, Bbx, Hmx3, Pax2, Sox8, Sox13, HIF1, HIF1, Irx5, GLI, GLI, NR3C1, FOXO3, CIZ, Six1, EBF1, EBF1, Arnt, Pax6.2, Ehf, Sox2, Pou2f1, Pou2f1, STAT, Bbx"
22889,5,8679318,8679815,498,-,SWAP70,ENSGALG00000005750,5:8719683-8750570,downstream,71252,12.4964,10.2329,10.6522,8.78237,11.1986,12.3602,10.6851,13.5666,18.1467,9.6436,1.406798291,"Six1_optimised, WT1, Six1, STAT1, STAT1, Rfx3, SALL1, Mrg1, Erg, EBF"
28547a,8,25116355,25116792,438,-,OMA1,ENSGALG00000010861,8:25201609-25219335,downstream,102980,17.6663,21.9962,21.509,19.3113,17.7522,17.8025,18.9928,19.154,16.6338,13.6805,1.400095026,"AP1.2, Sox3, Tax_CREB.1, Tax_CREB.2, Six1_optimised, Tcf7l2, AP1.1, Pax6.1, Sox6, Pou2f1, Pou2f1, Znf143, Bach2, Hoxc9, Arnt, Sox30, Sox2, Nkx2-5, AP1.1"
5755a,1,194248180,194248699,520,-,GDPD5,ENSGALG00000017331,1:194098030-194256622,inside,8442,1.46391,2.01984,2.59578,9.53395,5.9304,5.4821,6.93503,11.5297,21.4737,8.25557,1.39659648,"Ikaros, Six1_optimised, TEAD1, Pax2, Etv5, RREB1, NR3C1, Prrx1, Hoxa2"
